,Gender,Age,Education_lev,fluidIQ,freq_calls,freq_Tools,freq_Finance,freq_Games,freq_Entertainment,freq_Productivity,freq_Personalization,freq_News...Magazines,freq_Unknown,freq_Photography,freq_Shopping,freq_Communication,freq_Books...Reference,freq_Travel...Local,freq_Music...Audio,freq_Medical,freq_Education,freq_Business,freq_Lifestyle,freq_Transportation,freq_Weather,freq_Sports,freq_Browser,freq_Health...Fitness,freq_Media...Video,freq_Social,freq_Comics,dur_calls,dur_Tools,dur_Finance,dur_Games,dur_Entertainment,dur_Productivity,dur_Personalization,dur_News...Magazines,dur_Unknown,dur_Photography,dur_Shopping,dur_Communication,dur_Books...Reference,dur_Travel...Local,dur_Music...Audio,dur_Medical,dur_Education,dur_Business,dur_Lifestyle,dur_Transportation,dur_Weather,dur_Sports,dur_Browser,dur_Health...Fitness,dur_Media...Video,dur_Social,dur_Comics
6,1,23,5,0.4192,47,459,0,9,135,447,0,10,33,134,0,1433,24,84,12,0,37,51,0,53,29,0,104,14,28,308,0,684.212765957447,10.140073539380198,0.0,19.1680383364666,19.1908800322813,14.4095780649531,0.0,6.39200899964278,3.81880330481411,13.752978931756802,0.0,21.9413845296121,3.3266737403303397,17.3100390433564,3.995560297824,0.0,20.6250246387828,5.43556538872095,0.0,20.7697559420831,2.0,0.0,33.798317946581,18.4733554765786,20.486991036524,22.693596040109803,0.0
76,1,19,4,0.9055,90,287,0,384,90,88,0,0,18,33,0,5468,239,23,159,0,0,52,0,114,0,15,1292,0,2,41,0,29.544444444444398,12.360888025243401,0.0,133.992590778063,100.817965091663,22.2981868726872,0.0,0.0,2.11390591177042,15.256575177773499,0.0,41.3905978535365,11.8427325981315,62.7400452852833,14.078947329973099,0.0,0.0,23.8933531807063,0.0,47.6040555077065,0.0,48.2286324604701,94.419540786016,0.0,0.0,31.5927767094845,0.0
134,2,22,4,2.4032,203,145,0,89,41,49,0,0,1673,141,0,1471,2,20,7,0,0,0,0,8,6,0,124,0,4,126,0,54.6305418719212,15.6300519237617,0.0,382.61775554710295,74.1615469765067,27.1877379487144,0.0,0.0,2.31136862567061,27.002368615286997,0.0,31.2125427330552,0.0,5.480024444464519,73.0,0.0,0.0,0.0,0.0,72.1666666666667,7.33333333333333,0.0,107.57141947600999,0.0,0.0,58.38010314626511,0.0
111,2,21,4,-0.5453,78,476,0,7,42,111,0,1,41,201,37,2874,7,40,73,0,0,27,700,174,28,13,242,0,40,1408,0,1.5,16.1803073660644,0.0,5.49001223711334,56.312989406714,16.6917811060836,0.0,4.0,3.52747566634207,23.5943085655481,84.3220911408225,38.7740410776669,29.6,55.88342363478561,6.56000721286263,0.0,0.0,49.9717426663982,50.487432690776394,41.6974300490255,40.8645364662618,38.536059851508895,38.011873094785294,0.0,59.0637343369897,42.969062300566996,0.0
120,2,19,4,0.9547,627,1137,359,519,98,256,0,21,763,507,111,6092,43,47,87,35,4,112,10,210,0,0,659,9,17,2080,0,113.188197767145,3.25891976000833,22.1787792734636,118.90120272330499,89.5399164934853,12.346918840574201,0.0,2.0,2.11883523322424,6.469082011683769,45.3205994961835,19.6743015730607,38.9236132643042,53.461440323707706,10.2852181091888,3.66074731498252,5.970033411347639,24.2888402907863,70.8,37.6672435252146,0.0,0.0,59.398910666191505,12.6167210977951,39.4,101.11818057992201,0.0
109,1,23,4,3.0946,170,27,0,0,49,25,0,146,1,63,2,2482,2,12,2,0,189,0,0,11,0,0,107,10,2,39,0,204.717647058824,21.1231017365084,0.0,0.0,187.72994402225498,13.2577998219385,0.0,2.0,1.90449858130625,16.0340310010942,0.0,30.194267493983197,0.0,30.0,0.0,0.0,9.87773447914315,0.0,0.0,56.406823295531595,0.0,0.0,43.864538694085105,38.4444444444444,0.0,32.545454545454504,0.0
125,2,25,5,0.5943,461,195,47,0,22,118,0,8,22,425,0,3071,34,140,87,54,33,13,26,165,22,0,496,26,4,122,0,75.12581344902391,20.6776765695348,13.357972010942198,0.0,70.2192849230431,25.378236569848102,0.0,0.0,2.7975392429034502,11.7019754202774,0.0,18.4173931574395,38.9467247357041,38.783392619482,22.7549129217808,2.0,25.6522394201347,52.1419676751074,16.1619260282135,38.15855024488071,30.388952062952104,0.0,56.5536553885866,39.0246141194847,0.0,52.7681697647966,0.0
110,1,26,5,0.5352,288,127,0,4,6,55,0,143,5,32,0,652,8,29,11,0,0,2,23,2,0,0,41,40,2,18,0,117.864583333333,41.1152566130482,0.0,0.0,0.0,20.7045686061413,0.0,90.87450353681808,4.69535318398655,22.0771663039284,0.0,13.346040700171699,0.0,54.322890754085904,12.0,0.0,0.0,14.0,29.024036842606,18.0,0.0,0.0,39.951003529238896,110.347557170482,0.0,0.0,0.0
68,2,19,4,0.9253,116,39,0,13,23,24,0,90,2,27,1,1233,1,4,39,43,0,0,252,53,2,0,31,0,2,218,0,71.5603448275862,28.158823479131698,0.0,501.71428571428595,165.720136389715,17.6720333207031,0.0,250.529054838484,6.238977227637651,6.825283752241581,929.0,63.4134051685169,108.0,231.0,19.317186365123998,14.9842231226769,0.0,0.0,25.0603193160121,86.92632335429572,62.5,0.0,93.0779958973295,0.0,0.0,262.221798294035,0.0
98,2,27,5,0.9759,75,223,0,0,10,306,0,97,24,273,0,3518,4,144,395,0,0,4,0,0,0,0,1001,0,6,557,0,32.96,9.14053315825227,0.0,0.0,0.0,4.09882815208781,0.0,9.507027968567069,2.48049157420546,32.721821324878995,0.0,29.8506636599743,0.0,30.746907139429396,2.5298808445490804,0.0,0.0,28.560128595733598,0.0,0.0,0.0,0.0,73.88792625432009,0.0,2.0,35.9749672143045,0.0
105,2,29,5,-0.1423,450,354,0,421,18,184,12,300,327,377,2,2886,47,6,13,0,0,17,62,48,197,0,432,0,28,10,0,59.355555555555604,23.5956244809553,0.0,296.066928426666,28.0,22.5037890141473,158.220868695039,69.8983830739884,6.63306184012771,23.165046662859698,0.0,15.457862427893698,35.358142467759,61.2,30.773397037284003,0.0,0.0,28.5157752319308,40.9365230094969,44.0377542340547,30.0902482980722,0.0,90.72389838659191,0.0,29.7046369183636,0.0,0.0
119,2,22,4,0.8666,305,129,0,83,0,68,0,4,5,64,0,1650,2,17,41,0,2,0,11,72,0,2,294,0,40,6,0,80.3311475409836,15.166367122132199,0.0,215.99432436653998,0.0,19.8722434063129,0.0,0.0,2.4261431917647203,17.2483817477852,0.0,32.133460660555,0.0,67.3894025523274,28.3822876976685,0.0,93.0,0.0,87.0,50.236283091009206,0.0,0.0,123.43401338873699,0.0,490.83294711273805,0.0,0.0
11,1,20,4,1.1349,51,1505,0,100,2,142,0,90,15,52,5,841,2,17,72,0,14,5,0,18,0,23,202,0,0,0,0,17.8235294117647,7.9462214135812195,0.0,92.21908467883091,0.0,28.354047316119598,0.0,101.172384721422,5.35429027888988,25.9087084492136,146.0,94.20891590980499,0.0,82.1262807616942,7.11001408739291,0.0,108.335198307507,12.970033411347599,0.0,70.5000054641956,0.0,75.3421299030563,91.6184945452636,0.0,0.0,0.0,0.0
133,1,27,5,1.3344,237,308,110,51,24,325,0,246,53,141,21,3921,23,287,67,0,25,6,52,88,35,0,410,503,12,67,0,82.0970464135021,18.973107696655898,40.080448921957604,55.1027710182059,148.40165249690202,25.2156078798421,0.0,111.652355745389,3.53682376371005,18.787181422868,21.8,36.001207383646296,27.461538461538503,45.505254024409396,32.5631995115372,0.0,306.6,93.1666666666667,66.15679369080421,30.250286769447698,26.1168473371468,0.0,71.3100588936755,38.825163184527504,45.9429262105751,59.94333758043221,0.0
93,2,19,4,0.8702,128,276,1,19,41,99,0,16,91,214,0,1699,27,20,16,0,0,95,10,119,0,0,708,28,32,10,0,76.8671875,12.4432563765424,5.0,42.769230769230795,142.71756663342398,11.0805428705703,0.0,29.0,3.6323965961947797,28.166353706844102,0.0,49.4603409556,18.7943043157541,57.125,11.338593502625,0.0,0.0,34.2693206735212,60.9300647880762,62.9751326147287,0.0,0.0,77.33096880652701,86.8478546414118,89.61492275544,0.0,0.0
41,1,33,4,-0.0822,1300,488,11,31,363,435,0,216,122,59,164,5533,9,341,14,4,2,16,222,244,26,0,582,46,54,2142,0,122.806153846154,22.5462910817404,12.0,44.0,103.61810746566401,33.2556270978277,0.0,10.2119449078148,9.24288606160923,19.0154486195569,39.2952827466475,19.347912403166802,92.0,52.2992440609991,70.0,21.5,6.0,26.3154664954557,32.5052988674664,55.761456921002704,13.759555885303,0.0,53.6954676644143,32.9100596079165,39.790677841715,41.7051753502186,0.0
95,2,22,4,0.3459,130,745,0,42,186,35,0,10,148,111,8,1286,5,23,2,0,0,3,8,28,9,0,352,0,4,1177,0,184.146153846154,14.122448216176698,0.0,442.74817892596803,279.231888628567,20.5624378151615,0.0,0.0,2.63779287761018,36.9622887438468,60.4572706106567,23.9020437516184,6.0,55.974575665892296,0.0,0.0,0.0,2.0,36.5,58.2916734089495,25.5555555555556,0.0,66.952775642006,0.0,0.0,62.352879592232505,0.0
1,1,21,4,0.9921,98,239,3,0,21,88,0,4,42,113,23,3430,5,19,4,0,0,7,0,34,0,0,187,0,1,211,0,176.214285714286,21.2012359486119,77.0,0.0,292.69536642979097,29.8236456900874,0.0,0.0,2.14906617752123,16.753146566377097,90.8043796172504,42.1974109258036,52.0,53.70294691675571,0.0,0.0,0.0,24.285714285714302,0.0,74.5876449114748,0.0,0.0,95.8291103807464,0.0,0.0,82.5819537340634,0.0
91,2,22,4,0.6379,241,177,0,4,125,339,0,13,34,25,16,1549,9,117,18,0,0,66,29,9,0,0,271,0,7,165,0,29.5394190871369,19.4411871887066,0.0,0.0,40.2205544577513,50.5707765506974,0.0,122.28838246510901,5.33158079250344,23.206373288123498,57.0260899760561,29.9143113710818,29.0,60.4250797494579,30.950051839046502,0.0,0.0,45.8231897863054,32.303376902844896,66.6666666666667,0.0,0.0,76.31537752000709,0.0,112.0,48.6107688679152,0.0
124,2,25,4,-0.0122,275,283,0,15,30,37,0,12,3,135,0,2427,10,56,22,0,0,1,0,0,0,0,194,0,13,164,0,247.490909090909,15.337343018071499,0.0,430.81132531679003,163.298244222451,23.0985278490787,0.0,0.0,2.90839851001781,35.5087805445084,0.0,39.3615261836976,2.0,51.4392482597034,3.88202135325958,0.0,0.0,144.0,0.0,0.0,0.0,0.0,80.023738099319,0.0,24.7200263550611,66.0555051230195,0.0
42,2,22,4,-0.3989,568,2077,0,0,178,336,0,126,1603,1316,100,8357,4,100,190,0,1,14,2,169,0,0,2448,6,45,1071,0,78.375,1.73494354036026,0.0,0.0,31.546943153241,14.2447763571361,0.0,74.43484048384191,2.05113815239363,10.560952770334598,63.0169401085799,17.6558107282087,46.670198819565805,36.03560524498221,10.9078278954917,0.0,1.0,24.2092537317859,14.5,34.48681925889839,0.0,0.0,69.1107621496315,3.4850167056738197,10.379449275763001,61.974208991225794,0.0
4,2,23,4,0.9785,244,140,0,164,20,140,1,0,3284,266,0,2153,14,141,13,0,0,0,0,6,72,0,363,0,10,15,0,98.1639344262295,8.812731665612,0.0,43.5009112780573,3.62145467770003,14.4098249265464,6.0,0.0,2.50226507577142,11.1327981555196,0.0,26.9685648140698,67.7126884469082,48.2232065847211,2.2450058727833597,0.0,0.0,0.0,0.0,77.3333333333333,3.81267137489482,0.0,30.335529295911698,0.0,9.0,16.400008740213302,0.0
17,2,21,3,1.5184,20,122,0,22,1,46,0,0,25,151,0,1249,18,2,56,0,0,39,0,63,1,0,333,3,0,333,0,0.0,41.9242048669254,0.0,696.47619047619,18.0,30.274040327958,0.0,0.0,4.472518316477419,21.067405956362,0.0,36.781262459532,37.8857629863346,151.0,12.765811071333802,0.0,0.0,60.6631197245432,0.0,61.1424235295637,24.0,0.0,73.730653694689,518.0,0.0,57.594612265935496,0.0
38,1,22,4,0.8775,22,286,45,153,71,111,0,56,18,33,10,636,19,42,141,0,0,8,0,69,17,30,70,14,9,56,0,47.7272727272727,23.9532195251058,53.110098667668,318.97044654621203,67.5933368930364,32.191671752951,0.0,44.2751156088366,2.0,19.2123277553575,0.0,38.6771632372102,19.5555555555556,46.8926785430015,12.5998391257826,0.0,0.0,51.0,0.0,50.3088651711863,15.5384615384615,77.84019082928481,104.430437111791,17.5571593031693,2.0,64.0719920332481,0.0
5,1,25,5,0.2092,244,44,0,3,4,29,0,4,8,5,0,716,2,23,27,0,0,1,0,0,3,0,166,2,0,2,0,149.479508196721,12.0096845895745,0.0,563.0,0.0,16.8127887689894,0.0,0.0,5.07944602096306,87.79524612482349,0.0,18.3784262647318,0.0,28.4038397064787,9.30728608234829,0.0,0.0,30.0,0.0,0.0,36.0399554515365,0.0,138.688685030709,157.0,0.0,0.0,0.0
53,2,24,5,0.7257,276,192,9,83,33,206,0,13,56,54,0,1349,5,20,31,0,0,0,73,60,1,0,250,2,3,284,0,44.8224637681159,13.076247021989902,43.8500597308998,423.853504079252,122.079145611495,19.816813153741396,0.0,55.3951188213931,5.1933587554943,34.4108797649579,0.0,34.793034955799,4.0,63.757856742124005,31.6137103202807,0.0,0.0,0.0,146.603152998748,67.3132297779511,8.0,0.0,110.29879264633999,50.0,2.0,138.35887707318898,0.0
130,2,22,4,-0.0995,915,116,0,0,2,54,0,6,41,137,0,2598,4,47,7,0,0,35,0,0,0,0,253,0,10,358,0,84.3300546448087,25.5380823745817,0.0,0.0,0.0,27.5970953696701,0.0,0.0,3.65164728367068,53.0300177457174,0.0,20.0772417685609,0.0,80.20316433381079,37.2,0.0,0.0,81.30886565064509,0.0,0.0,0.0,0.0,92.0031975480047,0.0,14.933412555297,75.531420701632,0.0
83,2,26,4,-0.3376,318,292,0,0,6,99,0,141,56,49,5,2218,4,32,14,6,0,2,0,18,0,0,117,23,4,4,0,230.41509433962298,19.376130567805102,0.0,0.0,122.0,29.570880156930798,0.0,177.75275771808998,15.324073724012498,29.2178093542288,246.0,46.8180003542768,0.0,117.787352683412,12.3983537806866,46.9051058026009,0.0,86.0,0.0,50.41275988360821,0.0,0.0,123.27159600786001,60.6118756023489,0.0,25.0,0.0
0,1,23,4,0.7251,120,414,0,40,51,553,0,8,31,260,52,1930,3,128,113,0,11,1,7,153,0,184,231,176,1,8,0,80.5083333333333,19.9892340944657,0.0,474.149741372312,66.142811933548,27.2998067102042,0.0,63.482947555137606,5.59486564300966,22.3064563117097,62.5418080515106,60.222363394912996,102.0,66.64077967242889,19.2733669729923,0.0,35.316075920574704,4.0,60.6666666666667,55.46902726680679,0.0,124.447371127306,72.5028561014452,125.38299650615801,140.0,0.0,0.0
34,2,27,5,0.9607,153,182,5,0,17,116,0,10,23,77,0,1060,4,27,2,0,0,6,0,38,16,0,202,27,41,8,0,161.045751633987,22.883992107101804,35.0,0.0,32.1233858740418,28.4501455457788,0.0,0.0,5.3793954430310595,22.859710264342297,0.0,33.6111615564311,0.0,48.9823288438792,0.0,0.0,0.0,46.0301451266212,0.0,42.4759917092335,15.4375,0.0,48.9137001716694,51.5171407568959,43.6011253910843,0.0,0.0
28,2,25,5,0.1229,17,159,0,94,19,45,0,12,137,40,0,356,8,14,2,0,2,22,0,47,53,0,127,0,5,10,0,0.0,5.714729463844661,0.0,481.54716763911796,83.02868665903871,17.841706662841197,0.0,0.0,2.96472736408108,21.8728895649119,0.0,43.3451655286203,16.326674087165802,56.6666666666667,0.0,0.0,582.0,72.3590736971088,0.0,40.264309141228,12.2702442611092,0.0,70.72311592731658,0.0,28.0,0.0,0.0
55,1,27,5,0.4087,618,1397,20,22,221,853,13,230,1100,180,3,2733,38,127,279,0,7,23,45,12,2,67,1067,11,99,255,0,91.4546925566343,9.5558942305322,46.738482314660594,126.6162114393,9.76522795402617,13.940419394655398,10.476026604241099,53.063063616573,5.01985307603163,6.3686208977198895,20.950055685579397,13.624292052541001,36.7732951081835,63.110274022787294,12.2234381672649,0.0,5.48501825835008,14.965750603039998,39.91144189581821,27.4340782590344,131.0,15.4743451791391,52.32875843920429,42.965749222435,15.921553579437198,26.511135342154397,0.0
75,2,23,4,0.711,13,141,0,603,13,115,0,14,23,73,0,919,4,10,21,0,28,1,9,30,0,34,117,22,12,9,0,920.230769230769,12.4464836119408,0.0,129.521503672735,324.0,100.31241969587099,0.0,0.0,2.8666348083748696,16.5456379044179,0.0,19.8670489573437,0.0,65.5,21.2222222222222,0.0,26.5228087423879,48.0,23.6601031919164,69.44796075073829,0.0,32.8760424823503,53.6138673250114,30.8250475278336,14.166672858993499,62.0,0.0
